entry_id,created_at,headword,encyclopedia_id,entry_text,topic
1782442493416,2026-06-26 02:54:54.461+00,Mrulnatiar,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a mountain range in Ialuksrek. From Proto-Mangeodge <i>*mrulon jatjare</i> ""incredibly high fort"" - an ancient fort was built in the Mrulnatiar</span><span style=""font-family:Book Antiqua, serif;font-size:large;""><strong> </strong></span><span style=""font-family:Book Antiqua, serif;font-size:small;"">Mountains. It has long since disappeared, likely before written historical record, but traces of its location remain and it is said that it was so high that ancient warriors would pounce upon enemies as if leaping from a fort in the clouds. The name later spread to refer to the entire mountain range. &gt; Old Mangeodge <i>Mrulonjatjari</i> &gt; West Middle Mangeodge <i>Mrulnatiar</i> &gt; Classical Romoruzian <i>Mrulnatiar</i> [ˈmʁu.nɔtjɔ] &gt; Northern Romoruzian <i>Mrulnatiar.</i></span></p>",place
1782442519086,2026-06-26 02:55:20.058491+00,Ram er Ralle,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a river in Mewe. From Old Mangeodge <i>Rapvi jar Oli</i> ""Flooded Forest of the Rabbit"", the name originally referred to a nearby forest &gt; South Middle Mangeodge <i>Ramjaroli</i> this was misinterpreted as <i>Ram jar Rolli</i> ""Ram of River"", a fairly nonsensical name, and so the name was applied to the river which now bears the name &gt; South Outer Mangeodge <i>Ram er Ralle</i> &gt; Outer Mewian <i>Rame jar Ralle</i>. The forest itself was renamed as <i>Njingve jar Ramja</i> giving the modern form <strong>Ninge er Rame</strong>). The river as it flows into the Inner Mewian speaking regions is called <i>Rame jar Ralle</i>.&nbsp;</span></p>",place
1782442539614,2026-06-26 02:55:40.634021+00,Rasjaf jar Ulaja,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Inner Mewe. From Old Mangeodge<i> Arudvi Slavesjo </i>""old stone cottage"" &gt; South Middle Mangeodge <i>Aruslajo</i> &gt; South Inner Mangeodge <i>Arulaja</i> &gt; Inner Mewian <i>Arulaja</i>. The resulting <i>Arulaja</i> was misinterpreted as being <i>jar Ulaja</i> ""of Ulaja"" - Ulaja being a gibberish word assumed by folk etymology to have been a female personal name. Since the format ""NOUN of NOUN"" is a common Mangeodge placename format the noun <i>rasjaf</i> ""village"" was inserted to make it more meaningful. For other placenames containing Old Mangeodge <i>avarudvi </i>see <strong>avarudvi.</strong></span></p>",place
1782442563501,2026-06-26 02:56:07.34693+00,Rābakændauk,1782438524958,"<p><span style=""font-family:'Times New Roman', Times, serif;font-size:small;"">a town in Inner Mewe<strong>. </strong>From Old Mangeodge <i>Rābā skekvauzi bauk</i> ""Rābā by the water"", the water being the <strong>Ljamwe Lake</strong>.The element <i>Rābā</i> referred to the forest now known as <strong>Njingve jar Rābā. </strong>Old Mangeodge <i>Rabbasi skekvauzi bauk</i> &gt; South Middle Mangeodge <i>Rabbakeŋvauibauk</i> later shortened to <i>Rabbakembauk</i> &gt; South Inner Mangeodge <i>Rabbakæmbauk</i> &gt; Inner Mewian <i>Rābakændauk</i>.</span></p>",place
1782442585709,2026-06-26 02:56:27.725751+00,Rābans,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Inner Mewe. From Old Mangeodge <i>Rabbasins</i> ""Rābā village"" – named after <i>Rabbasi</i>, the Old Mangeodge name for the forest that is now known as <strong>Njingve jar Rābā</strong> &gt; South Middle Mangeodge <i>Rabbans</i> &gt; South Inner Mangeodge <i>Rabbans</i> &gt; Inner Mewian <i>Rābans.</i></span></p>",place
1782442611449,2026-06-26 02:56:52.46781+00,sau Āve jar sau Æjāf,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Inner Mewe whose name in Inner Mewian means ""cottage of the well"".</span></p>",place
1782442656558,2026-06-26 02:57:38.872536+00,Skçisidrouh,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Tokmarolv. From Proto-Mangeodge <i>*skesēo-dōrus</i> ""animal's/beast's creek"". Curiously the noun *<i>skes</i> ""animal, beast"" is shown here with the inanimate genitive suffix <i>*-ēo </i>despite being an animal noun. It's possible the inanimate case ending was used with the connotation of ""dead beast""; Proto-Mangeodge *<i>skesēodōrus</i> &gt; Old Mangeodge <i>Skesejodaurus</i> &gt; West Middle Mangeodge <i>Skisidoruh</i> &gt; Rovianzian <i>Skçisidoruh</i>.&nbsp;</span></p>",place
1782442736138,2026-06-26 02:58:59.344778+00,Talbaikarud,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Outer Mewe. From Proto-Mangeodge *<i>toloδe bōk</i> <i>awarud </i>""stone cottage beside an inlet"" &gt; Old Mangeodge <i>Tolozibaukavarud </i>&gt; South Middle Mangeodge <i>Tolbaukarud </i>&gt; South Outer Mangeodge <i>Talbaukarud </i>&gt; Outer Mewian <i>Talbaikarud.</i> For other placenames containing Old Mangeodge <i>avarudvi </i>see <strong>avarud.</strong></span></p>",place
1782442759009,2026-06-26 02:59:19.987951+00,Tāztarud,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Inner Mewe. <strong>F</strong>rom Proto-Mangeodge *<i>tāǰotē awarud</i> ""slave's stone cottage"" &gt; Old Mangeodge <i>Teicgoteivarud </i>&gt; South Middle Mangeodge <i>Tazotarud </i>&gt; South Inner Mangeodge <i>Tāztarud </i>&gt; Inner Mewian <i>Tāztarud</i>. For other placenames containing Old Mangeodge <i>avarudvi </i>see <strong>avarudvi.</strong></span></p>",place
1782509824102,2026-06-26 21:37:05.137634+00,Thorəsbe,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Səre. From Proto-Mangeodge <i>*dōrus badabilon</i> ""delightful creek"" &gt; Turchosian <i>dōrusbadabīrn</i> loaned into Old Mangeodge <i>Dorusbadabīrn</i> later shortened to <i>Dorusbbīrn</i> &gt; Mid Middle Mangeodge <i>Thorúsbbīr</i> &gt; Mid Outer Mangeodge <i>Thoresber</i> &gt; Surwian <i>Thorəsbe.</i></span></p>",place
1782509847020,2026-06-26 21:37:27.535702+00,Vadogug,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Bheuzmi.</span><span style=""font-family:Book Antiqua, serif;font-size:large;""><i> </i></span><span style=""font-family:Book Antiqua, serif;font-size:small;"">From Mid Middle Mangeodge <i>Avarudoguga</i> the feminine inanimate diminutive of <i>avarúth</i>. Mid Middle Mangeodge <i>Avarudoguga</i> &gt; South Outer Mid Mangeodge <i>Vardogug</i> &gt; Beusian <i>Vadogug</i>.&nbsp;</span></p>",place
1782509894634,2026-06-26 21:38:15.183935+00,Vath ga Khi,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Bheuzmi.</span><span style=""font-family:Book Antiqua, serif;font-size:large;""> </span><span style=""font-family:Book Antiqua, serif;font-size:12px;"">F</span><span style=""font-family:Book Antiqua, serif;font-size:small;"">rom Mid Middle Mangeodge <i>Avarúth gar Askīv</i> ""Dovecote of the Thistle"" &gt; Mid Middle Mangeodge <i>Avarúth gar Askīv</i> &gt; South Outer Mid Mangeodge <i>Varth gar Khīv</i> &gt; Beusian <i>Vath ga Khi</i>.</span></p>",place
1782509914996,2026-06-26 21:38:35.555987+00,Vathrazd,1782438524958,"<p><span style=""font-family:Book Antiqua, serif;font-size:small;"">a town in Bheuzmi. From Mid Middle Mangeodge <i>Avarúth Razdra</i> ""stone cottage somewhere else"". The story goes that in the 3600s a hermit lived in a cottage in the area. He was fond of roaming around and whenever people asked where he lived he always replied jokingly with <i>razdra</i> ""somewhere else"". Mid Middle Mangeodge <i>Avarúth Razdra</i> &gt; South Outer Mid Mangeodge <i>Varth Razd</i> &gt; Beusian <i>Vathrazd</i>.&nbsp;</span></p>",place
1782510878709,2026-06-26 21:54:39.683705+00,Primordial Age,1782438524958,"<p>A broad time period in pre-history that includes all of time before 9000SD, making it the first age. At this time, all of humanity lived in small scale hunter-gatherer societies. Malomonanan was uninhabited during the Primordial Age and Makutevnag had various ancestral populations such as <b>Primordial Hunter-Gatherers</b>, <b>North Coast Whalers</b>, <b>Arkagal Bay Culture</b>, <b>Deudan Cave Culture</b>, <b>Oikol Cave Culture</b>, <b>Rugged Ridge Culture</b>, <b>Archaic Belters</b>, <b>Archaic Fishermen</b>, <b>Eastern Monami Hunter-Gatherers</b>, <b>Northern Monami Hunter-Gatherers</b>, <b>Horned Hatched Culture</b>, <b>Grooved Awl Culture</b>, <b>Bog Rampart Culture</b>, <b>Vertical Grave Culture</b> and the <b>Sacred Shell Culture</b>. The Primordial Age was followed by the <strong>Ancient Age</strong>.</p>",time period
1782511349544,2026-06-26 22:02:30.424536+00,Primordial Hunter-Gatherers,1782438524958,"<p>To the east of <strong>Arkagal Bay</strong>, deep in the heavily forested hinterlands of Northern <strong>Makutevnag</strong>, lived the Primordial Hunter-Gatherers. Their general lifestyle was not too remarkably different from other Primordial Age hunter-gatherers in Makutevnag. They had spears and arrows tipped with flint with which they hunted forest fauna. Their houses, of which there is no trace, were likely made of wood and turf. The most distinctive part of their material culture is their bone plates. These bone plates are delicately carved rectangles with a hole drilled through each end, and are most often found in graves, laid in neat rows across the skeleton's chest. The cordage which bound them all together having rotted away. These bound-together plates were an early form of plate armour. The bones are usually deer and boar, though a rare few were made of wolf and bear bones, and even fewer were made of leopard and lion bones. These rare sets of armour made from the bones of highly dangerous animals must have held a potent aura of strength and courage, reflecting the prowess of the man who wore them. That the Primordial Hunter-Gatherers felt the need to make bone-plate armour hints at a violent society. They lived in the midst of a seemingly endless forest and their population was never particularly dense, so there couldn't have been intense competition over resources, so where did this conflict come from? One must keep in mind that resources are not the only cause of conflict. Wars can be driven over a desire for revenge over perceived slights and trespasses. A culture that places an emphasis on glory, such a one that would hunt dangerous non-prey species to gain glory rather than meat, may also be one to wage war for the sake of victory, with the added bonus of human capital (slaves), for people themselves are a resource. A tribe may also prefer to fight to secure their beloved lands, held sacred by them, than to be humiliated and flee to a similar land.</p><p>The bone plates range from completely undecorated to adorned with ornate linework. All of the undecorated plates are those made of deer and boar, species that were frequently hunted for meat, their bones being a convenient by-product. These plates must have been purely practical, standing in contrast to the ornate bones of more impressive beasts. The more elaborate graves of glorious and battle-scarred warriors also contain clubs made of dense hardwoods, stone maces, obsidian daggers and most astonishing to the eye, precious stones such as amethyst and rubies. Several deposits of these minerals are scattered throughout the hinterlands of Northern Makutevnag though they are not numerous. The Primordial Hunter-Gatherers did use these gems for trade with the <strong>Arkagal Bay Culture</strong> and the <strong>North Coast Whalers</strong>, as well as amongst their own tribes. Perhaps now it may become clear just what the Primordial Hunter-Gatherers had to fight over. The graves of powerful men are richly adorned with these gems, one grave in particular, termed ""Gem-toothed Man"", got his name from the gems inlaid into his front teeth. Other items inlaid with gems include daggers, clubs, staffs and bows. Items carved from gem stones include pendants, necklaces, bracelets, beads and small statuettes.</p><p>Gem-toothed Man's grave was exhumed in the 44th Century, being accidentally discovered when a building was being erected over the site. The great display of wealth and exuberance so impressed the people of that time and place, <strong>Reclamation Age Balabuktu people</strong>, that the building, originally intended to be a simple stone house, was instead turned into a temple. Gem-toothed Man's skull, and the hard rock it was trapped in, was placed on an alter before which local gem-cutters would present their uncut gems, to imbue them with a sense of wealth and beauty so well exampled by Gem-toothed Man. The Balabuktu people of this time could not have known this, archaeology and genetics being yet mysteries for millenia to come, but the Primordial Hunter-Gatherers are among the ancestors of the Balabuktu people, so Gem-toothed Man himself may be a direct ancestor of those who venerate him.</p>",culture
1782511623307,2026-06-26 22:07:04.324126+00,Ancient Age,1782438524958,<p>A Period of pre-history spanning from 9000SD to 700SD.</p>,time period
1782512345500,2026-06-26 22:19:06.466653+00,Ages,1782438524958,"<p>The history of Maku is broken down into the various ages, spanning from prehistory up till the current time: <strong>Primordial Age</strong> (beginning of time - 9000SD), <strong>Ancient Age</strong> (9000SD-7000SD), <strong>Elder Age</strong> (7000SD-4000SD), <strong>Mythic Age</strong> (4000SD-2000SD), <strong>Heroic Age</strong> (2000SD-1000AN), <strong>Veiled Age</strong> (1000-3000AN), <strong>Golden Age </strong>(2000AN-2899AN), <strong>Dark Age </strong>(2900AN-3500AN), <strong>Reclamation Age</strong> (3500AN-4780AN), <strong>Renaissance Age</strong> (4780AN-4900AN), <strong>Modern Age</strong> (4900AN-5113AN). The division of the ages is heavily centered around Sumnic History so the names of the ages and their exact stopping and starting points hold little relevance to other peoples. More regional-specific terms are generally used when speaking in the contexts of a specific culture's history. The abbreviations <strong>SD</strong> (<i>Somaattima Dėnuk</i> ""before the great fall"") and <strong>AN</strong> (<i>Asilasumar Nan</i> ""the year of men"") are from the <strong>Sumnic Calender</strong>.</p>",time period
1782513430341,2026-06-26 22:37:11.792309+00,Sumnic Calendar,1782438524958,"<p>&nbsp;The calendar devised and used by the <strong>Sumnic Peoples</strong>. This entry will use the <strong>Old Sumre </strong>terms. Each season is divided into two halves with each half forming its own month, giving the Sumnic year 8 months. The Sumnic week consists of 5 days meaning that each month begins on a new week. As such the Sumric year has 55 weeks. The calendar itself is based on the creation myth where the Sumne fell from <strong>Kwonarun </strong>which they believe happened 1,800 years before the <strong>Sumric Golden Age</strong> began. As such the Sumne split all of history into two halves which are <i>Somaattima Dėnuk</i> ""before the great fall"" and <i>Asilasúmar Nan</i> ""Year of men"" which are contracted to SD and AN respectively.&nbsp;<br>The Sumne recognize four seasons, <strong>Nirilefskaal </strong>(""spring"" - lit. ""faun-birth""), <strong>Lamlomanėa</strong> (""summer"" - lit. ""still-deer""), <strong>Kwulnaes </strong>(""autumn"" - lit. ""deer-rut-season"") and <strong>Lamñuka</strong> (""winter"" - lit ""dwell-forest""). The spring months are <strong>Nonsaes </strong>(""switch-season"") and <strong>Iswagnaes </strong>(""rest-season"") both with 45 days. The summer months are <strong>Jekdwonaes</strong> (""adjusting-season"") with 40 days and <strong>Sėpagananaes </strong>(""abundant-season"") with 35 days. The autumn seasons are <strong>Lustnaes </strong>(""gather-season"") and <strong>Lhennaes </strong>(""raising-season"") both with 45 days. The winter months are <strong>Türrnaes </strong>(""sparkle-season"") with 50 days and <strong>Spontenaes </strong>(""truth-season"") with 60 days.<br>Each day of the Sumnic week ends in -<i>on</i>, a contraction of <i>onta </i>""day"": <strong>Dӑvon </strong>(""black-day""), <strong>Rėgwirdon </strong>(""thunder-day""), <strong>Estyrson </strong>(""pack-day""), <strong>Luston </strong>(""gather-day"") and <strong>Erbon </strong>(""last-day"").</p>",calendar
1782523830278,2026-06-27 01:30:31.964948+00,Nonmuikim,1782438524958,"<p>A <strong>Sumnic </strong>festival practiced during the <strong>Sumnic Golden Age</strong>. The name is from the <strong>Old Sumre language</strong>, an augmentative of the noun <i>nonmuik </i>""union, bondage, knot, relationship"". Every year during this holiday all of the Sumnë gather in one place to the south of the Muna mountains. The huge camp stretches for miles to make a temporary city of tents named <strong>Lusswa </strong>""place that causes gathering"". Nommuikim officially begins on the 20th of <strong>Nonsaes </strong>and ends on the 1st of <strong>Iswagnaes</strong>. The holiday serves to bring everyone together so that young men can find brides and that everyone gets a chance to meet up for a while as for the rest of the year the only company that a person has is their own family/travel group or themselves. The first four days of Nommuikim consist of feasting, drinking and gossip as the nomads tell each other tales of the past year. This portion of Nommuikim is named <strong>Dėnafylkan </strong>or time of stories. When Dėnafylkan is over it is time for negotiating on how the new year will be spent. The <strong>Galsjo </strong>or main herd of deer that encircles the centre of the continent can only sustain so many hunters, with roughly 200,000 deer being able to support around 300 families assuming that each family hunts 200-250 deer per year while allowing the deer herd to remain large enough to be sustainable. At the Nommuikim event it is decided which families can hunt from the main herd with everyone else being allocated different spots of the continent to live in for the following year. Families that can hunt the main herd are chosen by holding the <strong>Rėgtakraakuvta</strong>, a set of contests in which the winners gain rights to hunt the main herd. Each family chooses one <i>raakuvna </i>or champion to compete. Any families that don't have a suitable champion, due to each member being too old, young or sick, then they may choose their own champion from a non-competing family. A non-competing family is any family that has hunted from the main herd in the past decade which disqualifies a fifth of families in order to keep the event manageable. There is a one week gap between Dėnafylkan and Rėgtakraakuvta known as <strong>Dėnatestta </strong>""time of choosing"". The 29th of Nonsaes marks the end of Dėnatestta and the first day of Rėgtakraakuvta.</p><p>In the very centre of Lusswa a there is a stonehenge named <strong>Vintakues </strong>said to be built by the ice spirit <strong>Ȯdab </strong>in the first year after the fall but in truth it was the bird spirit <strong>Sülal the Historian </strong>who built it in the first year that humans arrived in <strong>Malomanan</strong>. Sülal was worried that humans would use to much resources as they had elsewhere in the world so he made Vintakues as way to help humans keep their lifestyle sustainable. Although the true history of Vintakues is lost to the Sumne its purpose is kept true to. Vintakues forms a large circle with a smaller circle inside which itself contains a smaller circle. A large straight line divides the circles in two. Around the stonehenge is a large ditch 10 feet deep and and 10 feet wide at the top. The inner most side slopes down and the outermost side goes straight down to form a wedge, the purpose of which is to make it easier to get inside the henge by climbing up the slope but it also makes it harder to exit with a 10 foot wall proving a difficult climb. This is to prevent anyone from entering outside of the holiday as Vintakues is seen as being sacred and it is even the second taboo to enter the henge outside of Rėgtakraakuvta, with the punishment being to be trapped in the ditch and have your liver eaten by vultures. This outer ditch is called <i>táli </i>meaning ""the preventer"". The henge is made in the image of what the Sumne think the universe looks like. Rėgtakraakuvta consists of five challenges.</p><p>The base concept of these challenges is to pass through each stage, represented by the different worlds shown in the henge. Each challenge is related to the world that it takes place in. The ultimate goal is to reach Pėjylvar or the hero realm. On the first day of the Rėgtakraakuvta all of the champions begin in the Mab Emnswa section of the henge which is inside the area surrounded by the ditch but not in the henge itself. This area represents the void or cosmos of the Emnswa dimension. The challenge of the first day is called <strong>Malmartaha </strong>where a flock of <i>hángar </i>birds is released and the champions have to catch at least four to win. The end of Mӑlmartaha is marked when the last bird is caught or flies away to its freedom. Anyone who caught less than four birds is disqualified, anyone who caught more than four birds progresses further into the henge and enters the Sėamau or spirit place section of the henge and is entitled to eat the extra birds providing they release the first four birds. This part of the henge represents the spirit world. The following day is <i>Dobyl antá iswӑgta</i> ""the first day of rest"". After that the second challenge held is called <strong>Dapta </strong>""carving"" where each champion must carve a shape from wood as a gift to the Mӑti spirits who are materialistic by nature and collect fanciful things. At the end of the day the finished carvings are judged by the Mӑti and those deemed acceptable by the spirits win and the carvers proceed to the Hȯkaramau or cold place section of the henge,with the Mụti keeping the winning carvings for their own collections. Carvings deemed unworthy are given back to their makers who have then lost. This section of the henge represents the ice world. The following day is <i>Okbyl antá iswӑgta</i> second day of rest. After that the third challenge held is called <strong>Werakita </strong>the enduring where each champion is buried up to their necks in snow and ice. This causes extreme discomfort especially as this takes place in early spring which in Malomanan is still very much a cold time. At any time a champion can give up and be dug out on the condition that he loses. Anyone who stays covered in ice until the challenge is up wins and proceeds to the Kwonarun under grazing part of the hedge. This part of the henge represents the world of soil and earth. The following day is <i>Perbyl antá iswӑgta</i> ""the third day of rest"". After that the third challenge held is called <strong>Tarmana </strong>under the stone where each champion must hold a boulder, anyone who drops the boulder or lifts it below their waistline loses. The last 400 champions left holding their boulders win and move onto the Maku human world section of the henge. This part of the henge represents the world that the humans live in. Then follows two days of rest called, rather unimaginatively, <i>Ok ántė iswӑgta</i> ""two days of rest"". After that the final challenge is held called <strong>Lartá </strong>the battling. In this final challenge a large mock battle is held. Despite it being fought with no intentions to kill it can still get brutal. Armed with clubs and small knives it is a huge each man for himself battle. To bleed or show visible scars is to be disqualified. Those who are get too injured to fight are also disqualified. Anyone who remains disqualified at the end moves onto the <strong>Pėjylvar </strong>section of the henge and are declared winners and are given the right to hunt from the main herd for the next year. These winners will then be disqualified from entering Rėgtakraakuvta for another 10 years. During any challenge anyone caught cheating is placed in the <strong>Jamavar </strong>realm part of the henge and is humiliated by being jeered at and having small rocks thrown at them (though not too hard as no real damage is intended). This section of the henge represents the scoundrel world in the <strong>Ewӑn </strong>dimension which the Sumne believe is where the souls of the wicked end up after death. This punishment is to be lighthearted but the most serious threat is the lifetime ban from ever being a champion again. The rest of the holiday is spent trading other with nomads before dispersing for another year.</p>",festival
1782525797714,2026-06-27 02:03:19.308205+00,Cecevi Ocosevi jar Aulei jar Rudjall,1782438524958,"<p>""Missing Knowledge about Aulei jar Rudjall"", A scathing and defaming biography by <strong>Mejoi jar Rudjall</strong> about his own brother <strong>Aulei jar Rudjall</strong>, the first king of a united <strong>Meilvarestu</strong>. Written in the <strong>Old Mangeodge language</strong> sometime after 1604AN. Only one copy of the book survived hidden away in a small temple on <strong>sov Siv iar Mî</strong>, an island where Mejoi lived in exile. While Mejoi wrote with a bias against Aulei, he certainly did not have such strong feelings against him for no reason considering the strong brotherhood they shared earlier in their lives plus his personal relationship with Aulei since childhood gave him an insight that most lacked.</p>",text
1782598891163,2026-06-27 22:21:33.086231+00,Gaudesi,1782438524958,"<p>A figure in ancient Mangeodge history. He was one of the first <strong>Vojarlei </strong>in history as the younger brother of <strong>Ausjari </strong>and older brother of <strong>Sauresi</strong>. His name Gaudesi is the <strong>Old Mangeodge </strong>form that is recorded in written history, but Gaudesi lived during the <strong>Proto-Mangeodge</strong> period and thus would have known himself as *<i>gōdes </i>which meant ""I batter, I crush"".&nbsp;</p>",person
1782613185296,2026-06-28 02:19:46.483158+00,Daveballi,1782438524958,"<p>A poetic title, meaning ""first"" in the <strong>Old Mangeodge</strong> language, posthumously given to the historical figure <strong>Ausjari </strong>who invented the concept of the professional Mangeodge warrior, making him the ""first warrior"".</p>",title
1782613287123,2026-06-28 02:21:28.089113+00,Sauresi,1782438524958,"<p>A figure in ancient Mangeodge history. He was one of the first <strong>Vojarlei </strong>in history as the younger brother of <strong>Ausjari </strong>and <strong>Gaudesi</strong>. His name Sauresi is the <strong>Old Mangeodge </strong>form that is recorded in written history, but Sauresi lived during the <strong>Proto-Mangeodge</strong> period and thus would have known himself as *<i>sōres </i>which meant ""I throw into fire"".&nbsp;</p>",person
1782613795393,2026-06-28 02:29:56.48314+00,Janocjarri,1782438524958,"<p>A distinctly <strong>Mangeodge </strong>weapon originally derived from a wooden shovel whose edges were inlaid with obsidian. After the Mangeodge began practicing metallurgy, the weapon involved into a broad flat pointless blade with a sharp edge all around, hafted onto a wooden pole. The weapon served as a slashing equivalent of a spear where the wielder could quickly wave the blade all around his opponent to cover him in gashes in quick succession. Smaller single handed variants exist that act like round-headed slashing daggers capable of leaving long and deep wounds. The invention of the janocjarri is popularly attributed to the famed historical figure <strong>Ausjari </strong>though without serious evidence. The weapon at the very least did seem to have been invented during the same broad time period in which Ausjari lived.</p><p>The term is from the <strong>Old Mangeodge</strong> language, derived from the <strong>Proto-Mangeodge</strong> *<i>janočjar </i>""war shovel"" from *<i>jano </i>""shovel"" + *<i>čjar </i>supine of *<i>jarute </i>""to battle"" i.e “shovel for battling”.</p>",weapon/tool
1782664209266,2026-06-28 16:30:10.896002+00,vaelacjarri,1782438524958,"<p>A <strong>Mangeodge </strong>weapon originally derived from a stone mattock. A vaelacjarri is essentially a long curved horizontal axe meant for hacking. The curve allows the wielder to striker around an enemy's shield as well as making a difficult blow to parry or block. The invention of this weapon is generally attributed to <strong>Ausjari</strong>, though some historians doubt this since shields were not commonly used around that time so why would he invent a shield-countering weapon, though some refute this by saying that Ausjari's new warrior class is what popularized shields amongst the Mangeodge and thus he, or someone around that time, definitely had a need to counter shields. The name vaelacjarri is the <strong>Old Mangeodge </strong>word for the weapon, which derives from the <strong>Proto-Mangeodge </strong>*<i>vaxeδaččjar </i>""war mattock"" from *<i>vaxeδač </i>""mattock"" + *<i>čjar </i>supine of *<i>jarute </i>""to battle"" i.e “mattock for battling”.&nbsp;</p>",weapon/tool
1782665350453,2026-06-28 16:49:12.392704+00,Old Mangeodge,1782438524958,"<p>a <strong>Sumro-Letaeric</strong> language. the language of all <strong>Mangeodge </strong>people from circa 1400-3000AN, except the <strong>Hrasingians</strong> who at this time spoke <strong>Old Hrasingian</strong>. Old Mangeodge is the ancestor of the <strong>Mangeodge languages</strong> and remains in use as a liturgical language two thousand years after it ceased to be a spoken language. The language was spoken during a time considered to be a high point in Mangeodge history, being the language spoken during the <strong>Unification of Meilvarestu</strong> as well as the most recent language which united all mainland Mangeodge people. As a liturgical language, learned to varying degrees by the nobility and mostly used by the <strong>Lesgveiski Temple</strong> and other learned institutions, it carries a sense of nobility, dignity and aged respect.</p><p>Old Mangeodge evolved from <strong>Proto-Mangeodge</strong>, though the changes were not too drastic. A notable change was the reduction of the case system which saw the Proto-Mangeodge nominative case fall out of use entirely, to be replaced by the Proto-Mangeodge accusative. The dative took over the role of marking direct subjects as well as indirect thus becming a broader oblique case and the genitive case was lost entirely, replaced by the usage of the particle <i>jar </i>""of"".</p>",language
1782678620833,2026-06-28 20:30:23.090048+00,test,1782438524958,,
1782773613016,2026-06-29 22:53:38.174775+00,Rādal,1782438524958,"<p>a River in Inner <strong>Mewe </strong>that flows into the <strong>Jarsau</strong>. The name was once <i>Rātle</i>, but became Rādel through spontaneous metathesis (-<i>le </i>&gt; -<i>el</i>), vowel reduction (-<i>el </i>&gt; <i>-a</i>l /ɐl/) and voicing (<i>t </i>&gt; <i>d</i>). The name is from South Inner Mangeodge <i>Ratoli </i>from Old Mangeodge <i>Ratocbli </i>from Proto-Maneodge <i>*ratuč-ble</i> “where salmon are”. The Rādel appears in <strong>Ecgarri jar Mangejocgi</strong> as the location of a vengeful slaughter committed by <strong>Ausjari </strong>against <strong>Latecgauvei </strong>for the killing of his father <strong>Samjansi</strong>. Despite its name, the river is not particularly known for being rich in salmon. The name is more likely to have been a reference to heavily euhemerised <strong>Sumro-Naukl</strong> myth. Comparisons have been drawn to the <strong>Sumnic </strong>myth of how <strong>Asilñe </strong>turned the King <strong>Seminus</strong>, whose name is the <strong>Old Sumre</strong> cognate with Samjansi, and his people into salmon as revenge for their battles against her. The Mangeodge euhemerisation is quite heavily warped, the revenge by the sun in their legend is rather revenge against Latecgauvei, the son of the solar-named <strong>Eosleasti </strong>(""he is is the sun""), but it seems that the ancient Mangeodge understood this river to be the river of this myth even if they understood it as mytho-history instead.</p>",place
1783479905784,2026-07-08 03:05:08.641104+00,Saka,1782438524958,"<p>A small island in the <strong>Ievsteoruef Islands</strong>. Saka derives it name from being a popular site for Sumnic <strong>shaman </strong>apprentices during the<strong> Sumnic Golden Age</strong>, being ultimately derived from the<strong> Old Sumre</strong> noun <i>ška </i>“teaching, learning, doctrine, pedagogy, training, apprenticeship” and the island name forming prefix<i> ś-</i>. Like the rest of the Ievsteoruef Islands, the <strong>Risorese </strong>name Saka was loaned via <strong>Nusibara </strong><i>Saaka.</i></p>",place
